Curriculum ID,Curriculum Title,Security Domain,Curriculum Type,Basis Date,Subsequent Failures Reset Curriculum Status,Active,Curriculum Description
CUR-LSG-BED-MFG-0055,Tumble Dryer Loading (Bedford POROS),BED,,,No,Yes,"This training is to cover placing of drum of POROS securely, safety gate use, loading actions, drum removal and Delta V use for drying recipe start."
CUR-LSG-BED-MFG-0056,Tumble Dryer Discharging (Bedford POROS),BED,,,No,Yes,Training to cover steps following passing moisture spec to safely discharge into SS drums. *Assign with SAP intermediate for SAP close out of work order following.
CUR-LSG-BED-MFG-0057,POROS Lab Sieving (Bedford POROS),BED,,,No,Yes,Training to cover how to sieve POROS for QC sample submission following discharge from dryer for R450. To be carried out in the POROS lab hood.
CUR-LSG-BED-MFG-0058,Dryers - Empty Trap/Reduce Torr (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0059,BED Vacuum Tumble Dryer Cleaning (Bedford POROS),BED,,,No,Yes,Covers cleaning of both small and large dryers
CUR-LSG-BED-MFG-0060,"Adsorption Reaction (OH, HS, XS, EP) (Bedford POROS)",BED,,,No,Yes,
CUR-LSG-BED-MFG-0061,Powder Transfer System Cleaning (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0062,"Crosslink Reaction (OH, HS, XS, EP) (Bedford POROS)",BED,,,No,Yes,
CUR-LSG-BED-MFG-0063,GTMAC Reaction (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0064,PEI Reaction (Bedford POROS),BED,,,No,Yes,*Training to include use of PTS
CUR-LSG-BED-MFG-0065,PEI HCl Neutralization Role (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0066,XS % Solids Adjustment (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0067,AMPSA/Ceric Reaction (HS) (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0068,AMPSA/Ceric Reaction (XS) (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0069,XQ APTAC Dilution (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0070,XQ APTAC Stripping (Bedford POROS),BED,,,No,Yes,"Training covers prep, stripping process and turbidity testing for 20KG and 26.4KG scales."
CUR-LSG-BED-MFG-0071,XQ APTAC Strip 20cmD Column Setup (Bedford POROS),BED,,,No,Yes,Training covers column setup and handling.
CUR-LSG-BED-MFG-0072,XQ APTAC Strip Blending (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0073,XQ Grafting (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0074,XQ Quench/Transfer (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0075,CAN Solution Prep (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0076,HIC TPTGE Adsorption (Bedford POROS),BED,,,No,Yes,"""Training should include RXN prep, raw material charges, sampling, calculation/adjustment of % solids, calculation of TPTGE addition and hold initiation/monitoring
*Training starts from batch start and ends with 21 degree hold (16 hours)."""
CUR-LSG-BED-MFG-0077,HIC BzGE Coupling RXN (Bedford POROS),BED,,,No,Yes,"""Training should include RXN prep, raw material charges, sampling, calculation/adjustment of % solids and hold initiation and monitoring
*Training starts following TPTGE RXN washes and ends with RXN hold completion."""
CUR-LSG-BED-MFG-0078,HIC TPTGE Crosslink RXN (Bedford POROS),BED,,,No,Yes,"""Training should include RXN prep, raw material charges and RXN initiation and monitoring
*Training starts from NaOH charge and ends with RXN hold completion (21 hours)."""
CUR-LSG-BED-MFG-0094,Flow Meter Verification (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0095,POROS Bulk Storage (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0096,POROS Pooling (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0097,Elutriation - 115L Biotank Fill Process (Bedford POROS),BED,,,No,Yes,"""Covers both 60L & 65L Fills
Training includes finished goods discharge process for XS and HQ into 115L biotanks.  XS - discharging directly into biotanks from cones and adjusting fill weight from carboys.  HQ - discharging into 20L carboys and adding to biotanks to appropriate fill range.  Contains sampling for full batch tests, bioburden, and endotoxin."""
CUR-LSG-BED-MFG-0098,Biogen HQ150 Pooling (V-2210) (Bedford POROS),BED,,,No,Yes,"Review process of staging FG HQ150 material to be pooled, Re-Slurrying resin in carboys, pulling resin from carboys into V-2210 by vacuum, sparging in V-2210 prior to transferring to elutriation"
CUR-LSG-BED-MFG-0099,Biogen HQ150 Packaging/Labeling (Bedford POROS),BED,,,No,Yes,"Review process of taking filled 115 L biotanks (65 L fills) to the finished goods state by labeling biotanks, packaging material, and pallets to detail all required labeling for Biogen."
CUR-LSG-BED-MFG-0100,Filtration to Drums (Bedford POROS),BED,,,No,Yes,"Training should cover gathering drums for filtration collection, proper labeling of drums for Waste or Holding, proper set up of hose/dip tube to feed into the drums, any PPE requirements that are needed and technique revolving the actual filtration and any blow through that may need to occur."
CUR-LSG-BED-MFG-0101,Transfer - Cone to Vessel (Bedford POROS),BED,,,No,Yes,"Training to cover prep, set-up, use of vacuum and clean up."
CUR-LSG-BED-MFG-0102,POROS Scrap Process- Dry Beads (Bedford POROS),BED,,,No,Yes,This training focuses on the disposal of scrapped dry POROS created in the Large Scale POROS suite
CUR-LSG-BED-MFG-0103,POROS Scrap Process - Slurried Beads (Bedford POROS),BED,,,No,Yes,This training focuses on the disposal of scrapped wetted POROS created in the Large Scale POROS suite
CUR-LSG-BED-MFG-0104,Adsorption RXNs in 0.5M Nutsche (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0114,DM50 Coating RXN (Bedford POROS),BED,,,No,Yes,*Includes charging POROS via PTS
CUR-LSG-BED-MFG-0115,DM50 Nitric Acid Prep (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0116,Oxygen Meter Operation (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0117,EP150/EP450 DEG RXN (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0118,EP150/EP450 TPTGE RXN (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0119,EP250 PEG RXN (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0120,EP250 Budge RXN (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0123,POROS Cleaning Management Overview (Bedford POROS),BED,,,No,Yes,*This training does not qualify you to perform tasks. Target audience of POROS Engineering/Supervisor roles. Utilize this training role as a general overview of cleaning and basewashing in POROS Manufacturing for information only purposes.
CUR-LSG-BED-MFG-0124,POROS R MFG 1: Intro/Aqueous Management Overview (Bedford POROS),BED,,,No,Yes,"*This training does not qualify you to perform tasks. Target audience of POROS Engineering/Supervisor roles. Utilize this training role as a general overview of the R Process Aqueous phase. It includes Batch Records for manufacturing R bead, UOPs, Cleaning sheets, and LOTO SOPs for associated vessels, and learn it’s for the process."
CUR-LSG-BED-MFG-0125,POROS R MFG 2: Organics/Polymerization Management Intro,BED,,,No,Yes,"*This training does not qualify you to perform tasks. Target audience of POROS Engineering/Supervisor roles. Utilize this training role as a general overview of the R Process Organics phase and Polymerization process. It includes UOPs, Cleaning sheets, and LOTO SOPs for associated vessels, and learn it’s for the process."
CUR-LSG-BED-MFG-0126,POROS R MFG 3: Sonication Management Overview (Bedford POROS),BED,,,No,Yes,"*This training does not qualify you to perform tasks. Target audience of POROS Engineering/Supervisor roles. Utilize this training role as a general overview of the R Sonication Process and Product Recovery. It includes UOPs, Cleaning sheets, and LOTO SOPs for associated vessels, and learn it’s for the process.
"
CUR-LSG-BED-MFG-0127,POROS Nutsche Washes/Discharge Management Overview (Bedford POROS),BED,,,No,Yes,"*This training does not qualify you to perform tasks. Target audience of POROS Engineering/Supervisor roles. General Overview to review Learn Its associated with Nutsche Washes and Discharge as cake from Nutsches.
"
CUR-LSG-BED-MFG-0128,POROS Dryer Processes Management Overview (Bedford POROS),BED,,,No,Yes,"*This training does not qualify you to perform tasks. Target audience of POROS Engineering/Supervisor roles. Utilize this training role as a general overview of the Dryer operation, discharge and cleaning processes. It includes UOPs, Cleaning sheets, and LOTO SOPs, and learn it’s for the processes.
"
CUR-LSG-BED-MFG-0129,BED Nutsche Operation Management Overview (Bedford POROS),BED,,,No,Yes,"*This training does not qualify you to perform tasks. Target audience of POROS Engineering/Supervisor roles. Utilize this training role to familiarize yourself with Bedford 2 Preston Court Nutsche Unit Operating Procedures, Lock Out Tag Out Procedures, and Cleaning procedures.
"
CUR-LSG-BED-MFG-0131,POROS Elutriation Process Management Overview (Bedford POROS),BED,,,No,Yes,"*This training does not qualify you to perform tasks. Target audience of POROS Engineering/Supervisor roles. Utilize this training role to familiarize yourself with the Elutriation Room Processes including sampling, cleaning, discharging, etc.
"
CUR-LSG-BED-MFG-0132,POROS Manufacturing Scrapping Process Management Overview (Bedford POROS),BED,,,No,Yes,"Training for POROS Managers and Supervisors on the POROS scrap processes.
"
CUR-LSG-BED-MFG-0133,POROS Lg. Scale R Batch Records/Flow Diagrams (Bedford POROS),BED,,,No,Yes,"Batch records of reference for assigned curriculum training tasks. 
"
CUR-LSG-BED-MFG-0134,POROS EP150/450 Batch Records (Bedford POROS),BED,,,No,Yes,"Batch records of reference for assigned curriculum training tasks.
"
CUR-LSG-BED-MFG-0135,POROS OH Batch Records (Bedford POROS),BED,,,No,Yes,"Batch records of reference for assigned curriculum training tasks.
"
CUR-LSG-BED-MFG-0136,POROS Lg. Scale HS & XS Coated Batch Records (Bedford POROS),BED,,,No,Yes,"Batch records of reference for assigned curriculum training tasks.
"
CUR-LSG-BED-MFG-0137,POROS Lg. Scale XQ Coated Batch Record (Bedford POROS),BED,,,No,Yes,"Batch records of reference for assigned curriculum training tasks.
"
CUR-LSG-BED-MFG-0138,POROS Lg. Scale HQ Coated Batch Records (Bedford POROS),BED,,,No,Yes,"Batch records of reference for assigned curriculum training tasks.
"
CUR-LSG-BED-MFG-0139,POROS Sm. Scale R Batch Records (Bedford POROS),BED,,31/Dec/2017 07:00 PM America/Indianapolis,No,Yes,"Batch records of reference for assigned curriculum training tasks. 
"
CUR-LSG-BED-MFG-0140,BDX Batch Records  (Bedford POROS),BED,,,No,Yes,"Batch records of reference for assigned curriculum training tasks. 
"
CUR-LSG-BED-MFG-0141,POROS EP250 Batch Record/Flow Diagram (Bedford POROS),BED,,,No,Yes,"Batch records of reference for assigned curriculum training tasks.
"
CUR-LSG-BED-MFG-0142,POROS PI150 Batch Record (Bedford POROS),BED,,,No,Yes,"Batch records of reference for assigned curriculum training tasks.
"
CUR-LSG-BED-MFG-0143,POROS HIC Batch Record (Bedford POROS),BED,,,No,Yes,"Batch records of reference for assigned curriculum training tasks.
"
CUR-LSG-BED-MFG-0144,POROS DM50 Batch Record (Bedford POROS),BED,,,No,Yes,"Batch records of reference for assigned curriculum training tasks.
"
CUR-LSG-BED-MFG-0145,Bedford 1.0 & 1.1M2 Hastelloy Nutsches POROS production (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0146,Chelmsford 1.0 & 1.1M2 Hastelloy Nutsches POROS production (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0147,Bedford 1.0M2 Stainless Steel Nutsche POROS production (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFG-0148,Waste Station Filter Change (Bedford POROS),BED,,,No,Yes,This training will cover the best practices that should be conducted for all waste station filter changes. Will cover the safe operation and changing of the waste station filter bag. 
CUR-LSG-BED-MFG-0150,CHM Vacuum Tumble Dryer Cleaning (Bedford POROS),BED,,,No,Yes,Covers cleaning of large dryers located at the Chelmsford location.
CUR-LSG-BED-MFG-5001,POROS Large Scale Intro Curriculum (Bedford POROS),BED,,,No,Yes,"Curriculum covers POROS basic trainings all department employees will need to take following onboarding training completion. Assessment of performance following completion will assist in determining specialty training path curriculums assigned for next steps in development.
"
CUR-LSG-BED-MFG-5002,QC Intro for MFG In-Process Testers Curriculum (Bedford POROS),BED,,,No,Yes,"Senior Tech +. Required pre-req for all manufacturing technicians training to QC In-process testing.
"
CUR-LSG-BED-MFG-5003,POROS MFG In-Process Testing Curriculum (Bedford POROS),BED,,,No,Yes,"Senior Tech +. Training consists of all POROS in-process testing that is approved for MFG technicians to train to as well as overview of QC glassware cleaning requirements (if needed) and data review. This should only be assigned to those technicians that will be supporting all in-process testing responsibilities. 
"
CUR-LSG-BED-MFG-5004,POROS Polymerization Curriculum (Bedford POROS),BED,,,No,Yes,"Tech 1 +. Training covers Aqueous phase, Organic phase and polymerization of R base bead production."
CUR-LSG-BED-MFG-5005,POROS Sonication Curriculum (Bedford POROS),BED,,,No,Yes,Tech 1 +. Training covers decant post-polymerization thru sonication steps of R base bead production.
CUR-LSG-BED-MFG-5006,POROS Product Recovery Curriculum (Bedford POROS),BED,,,No,Yes,"Tech 1 +. Training covers product recovery post sonication start steps of R base bead production prior to water and solvent washes as well as cake discharge, Nutsche cleaning requirements."
CUR-LSG-BED-MFG-5007,POROS BED Drying Curriculum (Bedford POROS),BED,,,No,Yes,Tech 1 +. Training covers tumble dryer process related trainings as well as SAP transactions for production order close out.
CUR-LSG-BED-MFG-5008,POROS BED Elutriation Curriculum (Bedford POROS),BED,,,No,Yes,Tech 1 +. Training covers elutriation process related trainings as well as SAP transactions for production order close out. Includes large cone operations.
CUR-LSG-BED-MFG-5009,POROS Intermediates 1 Curriculum (Bedford POROS),BED,,,No,Yes,"Tech 2 +. Training covers adsorption rxn, powder transfer system, nutsche discharging with heel filter and transfers to/from elutriation."
CUR-LSG-BED-MFG-5010,POROS Intermediates 2 Curriculum (Bedford POROS),BED,,,No,Yes,"Senior Tech +. Training covers EP150/450 RXNs, nutsche discharging with heel filter, transfers to/from elutriation and filtering to drums."
CUR-LSG-BED-MFG-5011,POROS Coated Curriculum (Bedford POROS),BED,,,No,Yes,"Tech 2 +. Training covers XQ quench, transfer, neutralization/transfer, reactor cleaning, sulfuric acid makeup/washes, and filtration to drums."
CUR-LSG-BED-MFG-5012,POROS XQ Strip Curriculum  (Bedford POROS),BED,,,No,Yes,Senior Tech +. Training covers APTAC strip process and CAN solution prep.
CUR-LSG-BED-MFG-5013,POROS Batch Start Advanced Curriculum (Bedford POROS),BED,,,No,Yes,"Senior Tech +. Training covers XQ graft, adsorption RXN, powder transfer system cleaning and CAN solution prep."
CUR-LSG-BED-MFG-5014,POROS AMPSA Curriculum (Bedford POROS),BED,,,No,Yes,"Senior Tech +. Training covers AMPSA RXNs, AMPSA reactor cleaning, sulfuric acid makeup/washes, product neutralization, plugflows and  % solids adjustment."
CUR-LSG-BED-MFG-5015,POROS Crosslink RXN Curriculum (Bedford POROS),BED,,,No,Yes,"Tech 2 +. Training covers crosslink RXN, acid makeup/washes, plugflows, and neutralization."
CUR-LSG-BED-MFG-5016,POROS PEI/GTMAC RXN Curriculum (Bedford POROS),BED,,,No,Yes,"Senior Tech +. Training covers both PEI and GTMAC RXNs, adsoption RXN, Powder Transfer System cleaning and filtration to drums."
CUR-LSG-BED-MFG-5017,BDX PAO/PCH Curriculum (Bedford POROS),BED,,,No,Yes,"Tech 2 +. Training covers screening/transfer of PAO and PCH, 0.5 M2 Nutsche Cleaning and how to clean the screen/filter press equipment."
CUR-LSG-BED-MFG-5018,BDX SAM Curriculum (Bedford POROS),BED,,,No,Yes,"Tech 1 +. Training covers SAM formulation, discharge and vessel cleaning."
CUR-LSG-BED-MFG-5019,POROS HQ150 Biogen Curriculum (Bedford POROS),BED,,,No,Yes,"Senior Tech +. Training covers 115L Biotank fill process, POROS pooling and packaging/labeling for 115L Biotank."
CUR-LSG-BED-MFG-5020,POROS DM50 Curriculum (Bedford POROS),BED,,,No,Yes,"Senior Tech +. Training covers DM50 coating, nitric acid prep, O2 meter operation and pH meter operation."
CUR-LSG-BED-MFG-5021,POROS EP250 Curriculum (Bedford POROS),BED,,,No,Yes,Senior Tech +. Training covers EP250 PEG and Bedge RXNs only.
CUR-LSG-BED-MFG-5022,BDX Xterm Curriculum (Bedford POROS),BED,,,No,Yes,Tech 2 +. Training covers all required steps for Xterm production starting with screened PAO/PCH.
CUR-LSG-BED-MFG-5023,POROS Small Scale R Curriculum (Bedford POROS),BED,,,No,Yes,"Senior Tech +. Training covers entire small scale R production steps from polymerization through sedimentations, drying and classification."
CUR-LSG-BED-MFG-5024,POROS HIC Curriculum (Bedford POROS),BED,,,No,Yes,"Senior Tech +. Training covers HIC TPTGE adsorption, BzGE Coupling and TPTGE Crosslink RXN."
CUR-LSG-BED-MFG-5025,POROS CHM Team Supervisors/Team Leads Curriculum (Bedford POROS),BED,,,No,Yes,Team process and production overview information for POROS department Supervisors and team leads.
CUR-LSG-BED-MFG-5026,POROS BED Team Supervisors/Team Leads Curriculum (Bedford POROS),BED,,,No,Yes,Team process and production overview information for POROS department Supervisors and team leads.
CUR-LSG-BED-MFG-5027,POROS CHM Drying Curriculum (Bedford POROS),BED,,,No,Yes,Tech 1 +. Training covers tumble dryer process related trainings as well as SAP transactions for production order close out. Excludes POROS lab sieving (currently only done in Bedford)
CUR-LSG-BED-MFG-5028,POROS CHM Elutriation Curriculum (Bedford POROS),BED,,,No,Yes,Tech 1 +. Training covers elutriation process related trainings as well as SAP transactions for production order close out. Excludes large cone operations.
CUR-LSG-BED-MFG-5029,POROS Manager Curriculum (Bedford POROS),BED,,31/Dec/2017 07:00 PM America/Indianapolis,No,Yes,"Curriculum covers POROS basic trainings all department Manager will need to take as part of onboarding training.
"
CUR-LSG-BED-MFG-5030,POROS Production Overview Curriculum (Bedford POROS),BED,,31/Dec/2017 07:00 PM America/Indianapolis,No,Yes,Curriculum covers example documents/sops and process basics for R bead and coated product steps. ONLY Intended for those that will not being training to area production tasks and does not certify to perform any task upon completion.
CUR-LSG-BED-MFGB-0079,BDX - PAO/PCH Screening/Transfer (Bedford POROS),BED,,,No,Yes,"Training consists of staging materials, equipment prep of screens/transfer line/V-1450 receiving vessel, review of what 'flocculation' is and what will occur if resins are mixed accidentally, operation of screens with Lo/To, differences between PAO & PCH"
CUR-LSG-BED-MFGB-0080,BDX - PAO/PCH Discharge from V-1450 (Bedford POROS),BED,,,No,Yes,"""Training includes discharge prep, discharge, sampling, dry weight calculation & labeling
*Note - Assign '% Solids' QC training role if training to run in-process testing"""
CUR-LSG-BED-MFGB-0081,BDX - Xterm Discharging/Packaging V-1470 (Bedford POROS),BED,,,No,Yes,"Training consists of Xterm discharge into carboys, contaminant inspection, expiration date calculation, Delta V temp profile print outs, sampling."
CUR-LSG-BED-MFGB-0082,BDX - Solids Adjustment Vessel Cleaning (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFGB-0083,BDX - PASA and SAM Prep Vessel Cleaning (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFGB-0084,BDX - Screens/Filter Press Cleaning (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFGB-0085,BDX - Xterm Prep to PASA Dissolution (Bedford POROS),BED,,,No,Yes,"Training consists of staging of materials, equipment prep with column assembly, how to estimate day/time of shipment, Dowex charge and water rinse through column and PASA Dissolution"
CUR-LSG-BED-MFGB-0086,BDX - Xterm PASA Conversion (Bedford POROS),BED,,,No,Yes,"Training includes PASA flowing through Dowex Column collecting in a 20 L Carboy, Sampling for UV, PH, Conductivity, and Titration"
CUR-LSG-BED-MFGB-0087,BDX - Xterm PASA Dilution in V-1320 (Bedford POROS),BED,,,No,Yes,"Training includes flow meter verifications, PASA charge to V-1320, water addition calculations, sampling/adjusting the PASA concentration to 0.0358%"
CUR-LSG-BED-MFGB-0088,BDX - Xterm PAO/PCH Coatings/Washes (Bedford POROS),BED,,,No,Yes,"This training covers staging of materials, equipment prep, PAO/PCH charge calculations, PAO/PCH Coatings and Mixed Bed Washes. Involves the use of V-1450, V-1470, V-1320, TK-1512, diptube sampling"
CUR-LSG-BED-MFGB-0089,BDX - Xterm Transfer V-1450 to V-1470 (Bedford POROS),BED,,,No,Yes,"""Training includes equipment prep, sampling, pressure testing, TCU valve check, transfer, and dropping of V-1450 bottom for remaining product collection.
*Note the shared TCU between V-1300 and V-1450 with critical due diligence to processes being performed at time of change."""
CUR-LSG-BED-MFGB-0090,BDX - PASA Tank and Column Cleaning (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFGB-0091,BDX - Xterm Solids Adjustment (Bedford POROS),BED,,,No,Yes,"""Training covers nitrogen sparge, sampling and adjustment calculations/steps following results.
*Note: assign """"% Solids"""" QC training role for performing in-process test"""
CUR-LSG-BED-MFGB-0092,BDX - SAM CHAPS/Betaine (Bedford POROS),BED,,,No,Yes,"Training covers staging of materials, equipment prep, CHAPS dissolution and Betaine Charge (steps 1a to 3h)"
CUR-LSG-BED-MFGB-0093,BDX - SAM Discharge from V-1320 (Bedford POROS),BED,,,No,Yes,"Training covers sampling, particulate inspection, and discharge process to sterile buffer bags from V-1320 (steps 3i to 3q)"
CUR-LSG-BED-MFGB-0105,A-12 Classifier Operation (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFGB-0106,Classifier Cleaning (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFGB-0107,Sm. Scale R Polymerization (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFGB-0108,Sm. Scale R Post Polymerization Process (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFGB-0109,Sm. Scale R Product Recovery (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFGB-0110,Sm. Scale R Sonication (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFGB-0111,Sm. Scale R Polymerization Reactor Cleaning (Bedford POROS),BED,,,No,Yes,
CUR-LSG-BED-MFGB-0112,Sm. Scale R Sedimentations (Bedford POROS),BED,,,No,Yes,"Includes Sized R150, R220, R120 and R330."
CUR-LSG-BED-MFGB-0113,Sm. Scale R Drying (Bedford POROS),BED,,,No,Yes,"Covers Sized R150, R120, R220 and R330 - use lab oven."
CUR-LSG-BED-MFGC-0047,CHM Transfer Lines (Bedford POROS),BED,,,No,Yes,Training is for the use of the process and waste transfer line manifolds at the Chelmsford 220 Mill location.
CUR-LSG-BED-MFGC-0121,CHM EP150/EP450 TPTGE Filtration/Washes (Bedford POROS),BED,,,No,Yes,Transferring of TPTGE waste from nutsches to V-4750 and initiating waste hold/monitoring recipe in DeltaV
CUR-LSG-BED-MFGC-0122,CHM EP Waste Vessel Cleaning (Bedford POROS),BED,,,No,Yes,LOTO and cleaning of V4750
CUR-LSG-BED-MFGC-0130,CHM Nutsche Operation Management Overview (Bedford POROS),BED,,,No,Yes,"*This training does not qualify you to perform tasks. Target audience of POROS Engineering/Supervisor roles. Utilize this training role to familiarize yourself with Chelmsford 220 Mill Road Nutsche Unit Operating Procedures, Lock Out Tag Out Procedures, and Cleaning procedures.
"
CUR-LSG-BED-MIC-0001,Micro Lab Microscope Use and Maintenance (Bedford Microbiology Lab),BED,,,No,Yes,"Review proper use and required maintenance of the Micro QC Lab microscope
"
CUR-LSG-BED-MIC-0002,Biosafety Cabinet Operation (Bedford Microbiology Lab),BED,,,No,Yes,"Pre-requisite training for Micro-lab Bioburden Testing
"
CUR-LSG-BED-MIC-0003,CHM Autoclave Operation (Bedford Microbiology Lab),BED,,,No,Yes,"Training is focused on the Heidolph Tuttnauer Automated Electronic Benchtop Sterilizer. To include:Prep, operation, draining reservoir, and cleaning autoclave"
CUR-LSG-BED-MIC-0004,220 Mill RODI Water Sampling (Bedford Microbiology Lab),BED,,,No,Yes,*Assign with training role Port Sanitization. Covers sampling process and building/port locations.
CUR-LSG-BED-MIC-0005,2P RODI Water Sampling (Bedford Microbiology Lab),BED,,,No,Yes,*Assign with training role Port Sanitization. Covers sampling process and building/port locations.
CUR-LSG-BED-MIC-0006,Water Port Sanitization (Bedford Microbiology Lab),BED,,,No,Yes,"An overview of how the ports are sanitized at all PPA MA manufacturing locations will be covered during training. It will also be covered how the sanitization agent, Sporclenz or aka Minncare, is prepared."
CUR-LSG-BED-MIC-0007,Microbiology lab operation (Bedford Microbiology Lab),BED,,,No,Yes,Training includes general lab practices including cleaning requirements
CUR-LSG-BED-MIC-0008,USP<61> Bioburden Testing,BED,,,No,Yes,"This training will encompass microbiological determination of POROS resins manufactured at Bedford campus using microbial Enumeration Test USP <61>, skills to be cover during training will include sample handling and preparations, pour plate methods, CFU counts and result reporting. This is in-house testing.
"
CUR-LSG-BED-MIC-0009,Sample Prep for Micro ID (Bedford Microbiology Lab),BED,,,No,Yes,"Covers stock cultures and control slides, prep sample for DNA extraction, DNA extraction and micro identification sample log
"
CUR-LSG-BED-MIC-0010,StudioSeq Micro ID (Bedford Microbiology Lab),BED,,,No,Yes,"Covers setting up PCR Sequencing using the Vertipro and Studioseq with MSID software. All forms used for this process.
"
CUR-LSG-BED-MIC-0011,35W RODI Water Sampling (Bedford Microbiology Lab),BED,,,No,Yes,"*Assign with training role Port Sanitization. Covers sampling process and building/port locations.
"
CUR-LSG-BED-MIC-0012,Oasis Internal PM (Bedford Microbiology Lab),BED,,,No,Yes,The Oasis needs to be monitored for performance quality on an internal basis. Having a protocol to rule out issues with trouble shooting will ensure precision and accuracy of the pump lead bioburden filtration.  The PM program will create more visibility for audits and cement customer trust in our robust RODI monitoring program.
CUR-LSG-BED-MIC-5001,Micro Lab Intro Curriculum (Bedford Micro Lab),BED,,,No,Yes,Curriculum covers Micro Lab basic trainings all department employees will need to take following onboarding training completion. Assessment of performance following completion will assist in determining specialty training path curriculums assigned for next steps in development.
CUR-LSG-BED-MIC-5002,Micro Lab: Endotoxin Testing Curriculum (Bedford Micro Lab),BED,,,No,Yes,Training covers sampling requirements and how to perform endotoxin testing
CUR-LSG-BED-MIC-5003,Micro Lab: RODI Bioburden Curriculum (Bedford Micro Lab),BED,,,No,Yes,"Training covers port sanitization, use of log, and how to perform bioburden testing for RODI water"
CUR-LSG-BED-MIC-5004,Micro Lab: POROS Bioburden Curriculum (Bedford Micro Lab),BED,,,No,Yes,"Training covers sample prep, cleaning and how to perform bioburden testing on POROS products"
CUR-LSG-BED-MIC-5005,Micro ID Curriculum (Bedford Micro Lab),BED,,,No,Yes,"Training covers sample prep, how to use SeqStudio and how to perform molecular ID testing"
CUR-LSG-BED-MSE-0001,BED/CHM Delta V Backup Verification (Bedford MSE),BED,,,No,Yes,Training to cover all aspects of doc# 100113961 for ability to carry out the preventive maintenance requirement. Provides general information of the backup software in use. Details how to access relevant backup metrics for verification. Specifies value thresholds to prompt concerns and further escalation.
CUR-LSG-BED-MSE-0002,BED/CHM Delta V Backup/Recovery (Bedford MSE),BED,,,No,Yes,
CUR-LSG-BED-MSE-0003,BED/CHM Delta V Suppressed Alarms List Review (Bedford MSE),BED,,,No,Yes,Weekly preventative maintenance to review the suppressed alarm master list and verify there are no alarms unintentionally left suppressed.
CUR-LSG-BED-MSE-0004,BED/CHM DeltaV- User Review PM (Bedford MSE),BED,,,No,Yes,How to execute the DV user review PM
CUR-LSG-BED-MSE-0005,Digital Heating Shaking Dry bath (Bedford MSE),BED,,,No,Yes,How to use digital heating shaking drybath for organic extractions and epoxide density tests.
CUR-LSG-BED-MSE-0006,Fluoroskan Ascent (Bedford MSE),BED,,,No,Yes,MSE testing and calibration of Fluoroskan Ascent
CUR-LSG-BED-MSE-0007,Guidelines for Assay Development & Validation (Bedford MSE),BED,,,No,Yes,"Description of basic steps for completion of assay validation plan and report.  Tips on resources- software, templates and forms needed, how to access them"
CUR-LSG-BED-MSE-0008,MSE Cleaning Validation (Bedford MSE),BED,,,No,Yes,"Training to cover aseptic sampling of RODI water from various pieces of manufacturing equipment, gowning requirements, sample technique, location of consumables, instruction on how to store and ship samples"
