Item,Title,Security Domain ID,Assignment Type,Method ID,Source ID,Active,Safety Related,Create Date,Revision Number,Approved,Approval Date,Duration,Credit Hours,CPE Hours,Contact Hours,Description,SKU,Production Ready,Process ID,Approval Required,Initial Period,Initial Number,Initial Basis,Retraining Period,Retraining Number,Retraining Basis,Rating,Course ID
ELEARN LSG-BED-GEN-LI-0009 (Rev C - 07/Feb/2023 10:00 AM America/Indianapolis),Introduction to Delta V (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,C,No,7-Feb-23,,,,,LI General - This is an introductory training to Delta V. This is a requirement for all employees working in the POROS or POP large scale manufacturing operations. Delta V initial password can be obtained by request to Maintenance after training completion.,SKU-1673881,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-GEN-LI-0010 (Rev A - 13/Nov/2019 10:00 AM America/Indianapolis),MS Excel Basics I (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,13-Nov-19,,,,,LI General - Training for MS Excel Basics I,SKU-1673882,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-GEN-LI-0011 (Rev A - 15/Nov/2019 10:00 AM America/Indianapolis),MS Excel Basics II (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,15-Nov-19,,,,,LI General - Training for MS Excel Basics III,SKU-1674744,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-GEN-LI-0012 (Rev A - 15/Nov/2019 10:00 AM America/Indianapolis),MS Excel Basics III (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,15-Nov-19,,,,,LI General - Training for MS Excel Basics II,SKU-1674745,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-GEN-LI-0013 (Rev A - 15/Nov/2019 10:00 AM America/Indianapolis),"MS Excel-Sorting, Filtering, & Creating Dropdowns (Bedford and Chelmsford MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,A,No,15-Nov-19,,,,,"LI General - Training for MS Excel-Sorting, Filtering, & Creating Dropdowns",SKU-1674746,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-GEN-LI-0014 (Rev A - 15/Nov/2019 10:00 AM America/Indianapolis),MS Excel: Basic Formulas and Functions (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,15-Nov-19,,,,,LI General - Training for MS Excel: Basic Formulas and Functions,SKU-1674747,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-GEN-LI-0015 (Rev A - 15/Nov/2019 10:00 AM America/Indianapolis),MS Excel: Logic Statements (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,15-Nov-19,,,,,LI General - Training for MS Excel: Logic Statements,SKU-1674748,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-GEN-LI-0016 (Rev A - 13/Nov/2019 10:00 AM America/Indianapolis),MS Outlook Basics I (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,13-Nov-19,,,,,LI General - Training for MS Outlook Basics I,SKU-1673883,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-GEN-LI-0017 (Rev A - 13/Nov/2019 10:00 AM America/Indianapolis),MS Outlook Basics II (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,13-Nov-19,,,,,LI General - Training for MS Outlook Basics II,SKU-1673884,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-GEN-LI-0018 (Rev A - 13/Nov/2019 10:00 AM America/Indianapolis),MS PowerPoint Advanced (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,13-Nov-19,,,,,LI General - Training for MS PowerPoint Advanced,SKU-1673885,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-GEN-LI-0019 (Rev A - 13/Nov/2019 10:00 AM America/Indianapolis),MS PowerPoint Basics (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,13-Nov-19,,,,,LI General - Training for MS PowerPoint Basics,SKU-1674749,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-GEN-LI-0020 (Rev A - 13/Nov/2019 10:00 AM America/Indianapolis),MS PowerPoint Intermediate (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,13-Nov-19,,,,,LI General - Training for MS PowerPoint Intermediate,SKU-1673886,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-GEN-LI-0021 (Rev C - 30/Jun/2022 11:00 AM America/Indianapolis),OJT Train-the-Trainer (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,C,No,30-Jun-22,,,,,LI General - Introduction to OJT for developing team trainers,SKU-1674750,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-GEN-LI-0022 (Rev A - 08/Jun/2023 11:00 AM America/Indianapolis),Pipette Basics (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,8-Jun-23,,,,,LI General - Learn how to properly use mechanical pipette for accuracy and avoid damage.,SKU-1673887,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-GEN-LI-0023 (Rev A - 29/Oct/2020 11:00 AM America/Indianapolis),Reprocessing Procedure (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,29-Oct-20,,,,,LI General - A basic Learn It Test For Reprocessing Procedure,SKU-1673888,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-GEN-LI-0024 (Rev A - 13/Nov/2019 10:00 AM America/Indianapolis),SAP - Charging Materials to a Cost Center (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,13-Nov-19,,,,,LI General - Intended for those using inventory materials not tied to a production work order,SKU-1673889,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-GEN-LI-0025 (Rev B - 28/Aug/2024 11:00 AM America/Indianapolis),SAP - Production Order MB1A (261) Movements (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,B,No,28-Aug-24,,,,,"LI General - A basic Learn It Test For SAP - Production Order MB1A (261) Movements, charge out materials to a work order",SKU-1674751,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-GEN-LI-0026 (Rev A - 22/Oct/2020 11:00 AM America/Indianapolis),SAP - Production Order Closing a Work Order (CO11 and MB31) (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,22-Oct-20,,,,,LI General - For MFG and QC steps for closing out a work order,SKU-1673890,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-GEN-LI-0027 (Rev A - 13/Nov/2019 10:00 AM America/Indianapolis),Temperature Probe Program (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,A,No,13-Nov-19,,,,,"LI General - Overview of temp probe ordering requirements, use and maintenance.",SKU-1673891,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-GEN-LI-0028 (Rev A - 29/Oct/2020 11:00 AM America/Indianapolis),Utility - Delta V Operating System (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,29-Oct-20,,,,,LI General - Brief overview of Delta V SCADA Operating system.,SKU-1673892,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-GEN-ONL-0001 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Altoura - Water Wash Experience (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,,,,,PC app download to setup account and launch PC version of the immersive tech trainings.,SKU-1673901,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-GEN-ONL-0002 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),BED-FRM New Hire Orientation Toolkit (Bedford  MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,,,,,"Covers:Organization Overview?Total Rewards Overview?Diversity and Inclusion at Thermo Fisher?Building Your Career at Thermo Fisher?Information Systems, Collaboration Tools & Resources?Thermo Fisher Competency Framework?Introduction to Quality?Customer Allegiance?Introduction to PPI?Required Training (Ethics, Code of Conduct, etc.)?",SKU-1674752,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-GEN-ONL-0003 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),CHM New Hire Orientation Toolkit (Chelmsford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,,,,,"Covers:Organization Overview?Total Rewards Overview?Diversity and Inclusion at Thermo Fisher?Building Your Career at Thermo Fisher?Information Systems, Collaboration Tools & Resources?Thermo Fisher Competency Framework?Introduction to Quality?Customer Allegiance?Introduction to PPI?Required Training (Ethics, Code of Conduct, etc.)?",SKU-1674753,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-GEN-ONL-0004 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Getting Started with Altoura XR (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,,,,,"What is Altoura XR and how can I use it? In this course, we will answer these questions by walking you through the setup process across different platforms, and introducing the basic functionalities that can help you get started.   Learning Objectives: Understand how to set up Altoura XR in different platforms. Be familiar with the basic functionalities in Altoura XR.  Understand how to use the digital twin training.",SKU-1673902,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-GEN-ONL-0005 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Immersive Technologies Training (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,,,,,Training includes curriculum for:Getting Started with HoloLens 2Getting Started with Microsoft Dynamics 365 Remote Assist,SKU-1673903,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0001 (Rev A - 25/Mar/2022 11:00 AM America/Indianapolis),1515L Elutriation Cone Cleaning (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,25-Mar-22,,,,,(LI) POROS MFG - Training overview of how to properly clean a large 1515L elutriation cone.,SKU-1673906,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0002 (Rev A - 05/Dec/2019 10:00 AM America/Indianapolis),Carboy Inspection (specs) (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,5-Dec-19,,,,,LI MFG - Training to inspect carboys before use by MFG and after filled by QCObjective of training is to understand which carboys should be rejected to align to work centers quality expectations.,SKU-1673907,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0003 (Rev A - 15/Nov/2019 10:00 AM America/Indianapolis),Carboy Washer (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,15-Nov-19,,,,,LI MFG - Training covers how to use the carboy washer setup,SKU-1673908,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0004 (Rev B - 05/Sep/2024 11:00 AM America/Indianapolis),Drum Lift Equipment (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,B,No,5-Sep-24,,,,,LI MFG - Training covers:Drum Lift Parts.Load a Drum into Drum Lift. Lift a Drum with Drum Lift.Tilt a Drum with Drum Lift.Tutorial Video.More Information.,SKU-1673909,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0005 (Rev A - 27/Oct/2020 11:00 AM America/Indianapolis),Elutriation Cone Cleaning (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,27-Oct-20,,,,,LI MFG - A basic Learn It Test For Elutriation Cone Cleaning,SKU-1673910,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0006 (Rev A - 29/Apr/2020 11:00 AM America/Indianapolis),HQ150 65L Discharge (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,29-Apr-20,,,,,LI MFG - Covers process for filling large Biotank carboys,SKU-1673911,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0007 (Rev A - 15/Nov/2019 10:00 AM America/Indianapolis),Lg. Scale XQ APTAC Blending (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,15-Nov-19,,,,,LI MFG - Training covers: Basic Safety and Best PracticesReference DocumentsEquipment & MaterialsTurbidity Testing OverviewAPTAC BlendingPressure Can CleaningProcess Overview,SKU-1673912,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0008 (Rev A - 15/Nov/2019 10:00 AM America/Indianapolis),Lg. Scale XQ Dilution (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,15-Nov-19,,,,,LI MFG - Training covers: Basic Safety and Best PracticesReference DocumentsEquipment & MaterialsAPTAC DilutionAPTAC Process Overview,SKU-1673913,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0009 (Rev B - 01/Dec/2022 10:00 AM America/Indianapolis),Lg. Scale XQ Grafting  (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,B,No,1-Dec-22,,,,,LI MFG - Training  covers: Basic Safety and Best PracticesReference DocumentsEquipment & MaterialsAPTAC/ OH550 ChargesReactionProcess Overview,SKU-1673914,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0010 (Rev A - 01/Dec/2022 10:00 AM America/Indianapolis),Lg. Scale XQ Quench/Transfer (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,1-Dec-22,,,,,LI MFG - Training covers:Basic Safety and Best PracticesReference DocumentsEquipment & MaterialsAcid Charges/ FiltrationGlass-lined vessel/ Equipment CleaningProcess Overview,SKU-1673915,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0011 (Rev A - 19/Nov/2024 10:00 AM America/Indianapolis),Management of Filter Inventory (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,19-Nov-24,,,,,LI MFG - Training is to ensure proper charge out steps of filters used to accurately manage inventory at site.,SKU-1673916,Y,,No,Days,28,Event,Days,90,Event,,
ELEARN LSG-BED-MFG-LI-0012 (Rev A - 21/Feb/2022 10:00 AM America/Indianapolis),Operation of EcoLift70  (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,21-Feb-22,,,,,LI MFG - Overview of how to safely operate EcoLift70 and pre-use checklist.,SKU-1673917,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0013 (Rev A - 27/Oct/2020 11:00 AM America/Indianapolis),pH Meter Operation for Large Scale  (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,27-Oct-20,,,,,LI MFG - Training covers how to use pH meter is used during Neutralization in large scale Nutsches.,SKU-1673918,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0014 (Rev A - 29/Oct/2020 11:00 AM America/Indianapolis),POROS  - R Aqueous Phase (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,29-Oct-20,,,,,LI MFG - A basic Learn It Test For POROS  - R Aqueous Phase,SKU-1673919,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0015 (Rev A - 27/Oct/2020 11:00 AM America/Indianapolis),POROS - PEI Reaction (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,27-Oct-20,,,,,LI MFG - A basic Learn It Test For POROS -  PEI Reaction,SKU-1673920,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0016 (Rev B - 10/Nov/2022 10:00 AM America/Indianapolis),POROS - 1M Sulfuric Acid Makeup  (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,B,No,10-Nov-22,,,,,LI MFG - A basic Learn It Test For POROS - 1M Sulfuric Acid Makeup,SKU-1673921,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0017 (Rev A - 09/Feb/2023 10:00 AM America/Indianapolis),POROS - 300 gal Polymerization Reactor Cleaning (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,9-Feb-23,,,,,LI MFG - A basic Learn It Test For POROS - 300 gal Polymerization Reactor Cleaning,SKU-1673922,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0018 (Rev A - 13/Nov/2019 10:00 AM America/Indianapolis),POROS - 60L Discharge to 115L Biotank (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,13-Nov-19,,,,,LI MFG - Covers large biotank discharge process,SKU-1673923,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0019 (Rev A - 15/Nov/2019 10:00 AM America/Indianapolis),POROS - A-12 Classifier Cleaning (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,15-Nov-19,,,,,LI MFG - A basic Learn It Test For POROS - A-12 Classifier Cleaning,SKU-1673924,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0020 (Rev B - 10/Nov/2022 10:00 AM America/Indianapolis),POROS - Acid Plug Flow  (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,B,No,10-Nov-22,,,,,LI MFG - A basic Learn It Test For POROS - Acid Plug Flow,SKU-1673925,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0021 (Rev A - 27/Oct/2020 11:00 AM America/Indianapolis),POROS - Adsorption Reaction (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,27-Oct-20,,,,,LI MFG - A basic Learn It Test For POROS - Adsorption Reaction,SKU-1673926,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0022 (Rev C - 22/Feb/2023 10:00 AM America/Indianapolis),POROS - Bioburden/Endotoxin Sampling (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,C,No,22-Feb-23,,,,,"LI MFG - This training shows the steps required to sample POROS material for Bioburden and Endotoxin, while minimizing the risk of contamination.",SKU-1673927,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0023 (Rev B - 07/Sep/2021 11:00 AM America/Indianapolis),POROS - Cleaning of Aqueous Prep Tank (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,B,No,7-Sep-21,,,,,LI MFG - A basic Learn It Test For POROS - Cleaning of Aqueous Prep Tank,SKU-1673928,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0024 (Rev A - 27/Oct/2020 11:00 AM America/Indianapolis),POROS - Crosslink Reaction (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,27-Oct-20,,,,,LI MFG - A basic Learn It Test For POROS - Crosslink Reaction,SKU-1673929,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0025 (Rev A - 14/Nov/2019 10:00 AM America/Indianapolis),POROS - DM50 Processing (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,14-Nov-19,,,,,LI MFG - A basic Learn It Test For POROS - DM50 Processing,SKU-1673930,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0026 (Rev C - 28/Jun/2022 11:00 AM America/Indianapolis),POROS - Elutriation (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,C,No,28-Jun-22,,,,,LI MFG - A basic Learn It Test For POROS - Elutriation,SKU-1673931,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0027 (Rev A - 21/Oct/2020 11:00 AM America/Indianapolis),POROS - Elutriation Decontamination Process (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,21-Oct-20,,,,,LI MFG - A basic Learn It Test For POROS - Elutriation Decontamination Process,SKU-1673932,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0028 (Rev A - 29/Oct/2020 11:00 AM America/Indianapolis),POROS - Gas Meter Verification Test (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,29-Oct-20,,,,,LI MFG - A basic Learn It Test For POROS - Gas Meter Verification Test,SKU-1673933,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0029 (Rev A - 27/Oct/2020 11:00 AM America/Indianapolis),POROS - GTMAC Reaction (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,27-Oct-20,,,,,LI MFG - A basic Learn It Test For POROS - GTMAC Reaction,SKU-1673934,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0030 (Rev B - 27/Oct/2022 11:00 AM America/Indianapolis),POROS - HS AMPSA/Ceric Reaction (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,B,No,27-Oct-22,,,,,LI MFG - A basic Learn It Test For POROS - HS AMPSA/Ceric Reaction,SKU-1673935,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0031 (Rev A - 22/Oct/2020 11:00 AM America/Indianapolis),POROS - Nutsche Cleaning (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,22-Oct-20,,,,,LI MFG - A basic Learn It Test For POROS - Nutsche Cleaning,SKU-1673936,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0032 (Rev A - 15/Nov/2019 10:00 AM America/Indianapolis),POROS - Organic Prep Equipment Cleaning (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,15-Nov-19,,,,,LI MFG - A basic Learn It Test For POROS - Organic Prep Equipment Cleaning,SKU-1673937,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0033 (Rev B - 23/Aug/2023 11:00 AM America/Indianapolis),POROS - Organic Prep Reactor Cleaning (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,B,No,23-Aug-23,,,,,LI MFG - A basic Learn It Test For POROS - Organic Prep Reactor Cleaning,SKU-1673938,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0034 (Rev A - 20/Oct/2023 11:00 AM America/Indianapolis),POROS - Powder Transfer System (PTS) Cleaning (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,20-Oct-23,,,,,LI MFG - A basic Learn It Test For POROS - Powder Transfer System (PTS) Cleaning,SKU-1673939,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0035 (Rev A - 27/Jan/2022 10:00 AM America/Indianapolis),POROS - Process Water Washes (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,27-Jan-22,,,,,LI MFG - A basic Learn It Test For POROS - Process Water Washes,SKU-1673940,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0036 (Rev A - 21/Jan/2022 10:00 AM America/Indianapolis),POROS - R Discharge and Drying (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,21-Jan-22,,,,,LI MFG - A basic Learn It Test For POROS - R Discharge and Drying,SKU-1673941,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0037 (Rev B - 28/Mar/2024 11:00 AM America/Indianapolis),POROS - R Organic Phase/Polymerization (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,B,No,28-Mar-24,,,,,LI MFG - A basic Learn It Test For POROS - R Organic Phase/Polymerization,SKU-1673942,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0038 (Rev B - 21/Jan/2022 10:00 AM America/Indianapolis),POROS - R Sonication_Product Recovery (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,B,No,21-Jan-22,,,,,LI MFG - A basic Learn It Test For POROS - R Sonication_Product Recovery,SKU-1673943,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0039 (Rev A - 22/Oct/2020 11:00 AM America/Indianapolis),POROS - Small Scale R Polymerization (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,A,No,22-Oct-20,,,,,LI MFG - A basic Learn It Test For POROS - Small Scale R Polymerization,SKU-1673944,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0040 (Rev A - 24/Aug/2021 11:00 AM America/Indianapolis),POROS - Sonication Tank Cleaning (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,24-Aug-21,,,,,LI MFG - A basic Learn It Test For POROS - Sonication Tank Cleaning,SKU-1673945,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0041 (Rev A - 22/Oct/2020 11:00 AM America/Indianapolis),POROS - XS AMPSA/Ceric Reaction (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,22-Oct-20,,,,,LI MFG - A basic Learn It Test For POROS - XS AMPSA/Ceric Reaction,SKU-1673946,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0042 (Rev B - 07/Feb/2023 10:00 AM America/Indianapolis),POROS Best Practices (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,B,No,7-Feb-23,,,,,LI MFG - A basic Learn It Test For POROS Best Practices,SKU-1673947,Y,,No,Days,28,Event,Days,90,Event,,
ELEARN LSG-BED-MFG-LI-0043 (Rev B - 13/Jul/2021 11:00 AM America/Indianapolis),POROS Cycle Count for MFG (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,B,No,13-Jul-21,,,,,LI MFG - training covers POROS technician cycle count process,SKU-1673948,Y,,No,Days,28,Event,Days,365,Event,,
ELEARN LSG-BED-MFG-LI-0044 (Rev B - 21/Jan/2022 10:00 AM America/Indianapolis),POROS Large Dryer Supplemental Training (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,B,No,21-Jan-22,,,,,LI MFG - A basic Learn It Test For POROS D-2540/large dryer Supplemental Training,SKU-1673949,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0045 (Rev C - 22/Feb/2023 10:00 AM America/Indianapolis),POROS Discharge Directly to Final Packaging (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,C,No,22-Feb-23,,,,,LI MFG - This training shows the steps required to discharge POROS material directly from cones into labeled final packaging.,SKU-1673950,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0046 (Rev B - 24/Oct/2022 11:00 AM America/Indianapolis),POROS Gowning Requirements (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,B,No,24-Oct-22,,,,,LI MFG - Training covers:Basic Safety and Best PracticesReference DocumentsEquipment Gowning Requirements DisposalProcess Overview,SKU-1673951,Y,,No,Days,28,Event,Days,365,Event,,
ELEARN LSG-BED-MFG-LI-0047 (Rev D - 16/Aug/2023 11:00 AM America/Indianapolis),POROS Large Scale SAP Transaction (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,D,No,16-Aug-23,,,,,LI MFG - This training shows the steps required to charge out the required materials and close out work orders for POROS material being discharged into final packaging.,SKU-1673952,Y,,No,Days,28,Event,,,,,
